group_code	item_code	item_name
02	1103	Other bakery products	
02	110311	Cookies	
02	110321	Crackers	
02	1104	Other bread	
02	110401	White hearth bread	
02	110402	Dark wheat bread	
02	110403	Rye bread	
02	110404	Other variety bread, including rye	
02	110501	Hamburger and wiener rolls	
02	110502	Brown and serve rolls	
02	110503	English muffins	
02	110504	Other bread type rolls	
02	110507	Bagels	
02	110508	Other bread rolls and stuffing	
02	1106	Bread stuffing, croutons, and bread crumbs	
02	110601	Bread stuffing, croutons, and bread crumbs	
02	110701	Yeast raised doughnuts	
02	110702	Other sweet yeast goods	
02	110801	Snack cakes	
02	110802	Other soft cakes	
02	110901	Snack pies	
02	110902	Other pies	
02	1111	Pastries	
02	111101	Pastries	
02	1112	Cake type doughnuts	
02	111201	Cake type doughnuts	
02	112101	Cookies	
02	112102	Crackers	
02	1201	Flour	
02	120101	Standard patents, Buffalo	
02	120102	95 pct. patents, Kansas City	
02	120103	Standard patents, Minneapolis	
02	120108	Family flour, all purpose	
02	120109	Soft red winter wheat flour	
02	120111	Standard patents, Portland, Oregon	
02	1202	Flour base mixes and doughs	
02	120215	Flour base cake mix	
02	120221	Refrig biscuit dough	
02	120223	Pie crust mix	
02	120302	Other flour	
02	130101	Medium grain milled rice	
02	130102	Long grain milled rice	
02	140102	Rolled oats	
02	140103	Corn meal, white	
02	140104	Macaroni	
02	140106	Cornmeal, grits and hominy	
02	140107	Breakfast cereals, ready to serve	
02	140109	Breakfast cereals, cooked	
02	140201	Macaroni,spaghetti, vermicelli,& other macaroni prod	
02	140202	Noodle products	
02	14020301	Dry macaroni, spaghetti, vermicelli, & other pasta prods, mitse (except canned or frozen)	
02	14020302	Dry macaroni, spaghetti, vermicelli, & other macaroni prods, mitse, pkgd with other ingredients	
02	140901	Wheat germ	
02	140902	Cornmeal, grits, and hominy	
02	140903	Breakfast cereals, instant, hot, and cooked (including infant cereals)	
02	140904	Ready-to-serve breakfast cereals, except infant cereals	
02	140905	Breakfast cereals, cooked	
02	140906	Instant hot cereal	
02	210101	USDA prime beef carcasses	
02	210102	USDA choice beef carcasses	
02	210103	Beef fresh/frozen whole, half carcass, primal cut beef	
02	210104	USDA utility beef carcasses	
02	210105	Beef,standard . . . . . . . . . . . . . . . . . . . . . . . .	
02	210106	USDA select beef carcasses	
02	210107	Other USDA graded and ungraded beef carcasses	
02	210108	Other USDA graded and ungraded beef carcasses	
02	210109	USDA prime and choice veal carcasses	
02	210111	Primal and fabricated beef cuts	
02	210113	Boneless beef including hamburger	
02	210115	Variety meats (edible organs)	
02	210121	Veal, not canned or made into sausage	
02	210123	Beef, primal cuts	
02	210124	Boneless beef, fresh/frozen, inc. ground bulk/patty	
02	210125	Boxed beef/subprimal/fabricated cuts, however pkgd.	
02	210128	Other beef product, fresh or frozen, inc. organ cuts, misp	
02	210315	USDA prime and choice lamb	
02	210401	Whole carcass pork	
02	210419	Slab bacon	
02	210421	Sliced bacon	
02	210422	Pork,fatback. . . . . . . . . . . . . . . . . . . . . . . . .	
02	210423	Hams	
02	210424	Picnics	
02	210425	Boston butts	
02	210431	Pork loins	
02	210432	Hams and picnics, except canned	
02	210433	Sweet pickled or dry cured pork	
02	210434	Other smoked pork	
02	210435	Boiled ham, barbecued pork, and other cooked pork	
02	210441	Primal and fabricated cuts	
02	210443	Variety meats (edible organs)	
02	210505	Frozen ground meat patties, made from purchased carcasses	
02	210563	Frankfurters, skinless, all meat	
02	210565	Bologna, all meat	
02	210567	Fresh pork sausage, roll, artificial casing	
02	210568	Canned hams	
02	210569	Canned luncheon meats	
02	210571	Fresh sausage, pork sausage, breakfast links, etc.	
02	210572	Dry and semidry sausage	
02	210573	Frankfurters and wieners	
02	210574	Other sausage, smoked and cooked	
02	210575	Jellied goods and similar preparations, not canned	
02	210581	Frozen ground meat patties	
02	210582	Frozen portion control, other than meat patties	
02	210583	Miscellaneous processed, frozen, or cooked meats	
02	2105863	Frozen ground meat patties, made from purchased carcasses	
02	2201	Hens. . . . . . . . . . . . . . . . . . . . . . . . . . . . .	
02	220101	Hens,Chicago. . . . . . . . . . . . . . . . . . . . . . . . .	
02	220102	Hens,New York . . . . . . . . . . . . . . . . . . . . . . . .	
02	220104	Hens,San Francisco. . . . . . . . . . . . . . . . . . . . . .	
02	220212	Roasters,New York . . . . . . . . . . . . . . . . . . . . . .	
02	220313	Broilers or fryers,Chicago. . . . . . . . . . . . . . . . . .	
02	220314	Broilers or fryers,New York . . . . . . . . . . . . . . . . .	
02	220315	Fryers,San Francisco. . . . . . . . . . . . . . . . . . . . .	
02	220316	Whole broilers, wet ice, grade A, bulk	
02	220317	Other wet ice pack bulk broilers	
02	220318	Dry ice pack broilers	
02	220319	Tray pack broilers	
02	220321	Frozen broilers	
02	2204	Turkeys	
02	220417	Turkeys,fryers,roasters . . . . . . . . . . . . . . . . . . .	
02	220419	Hens, young, 8-16 lbs.	
02	220421	Toms, young, 14-20 lbs.	
02	2205	Mature chicken: hens/fowl	
02	220502	Breeder type hens	
02	220602	Whole young hens, grade A, frozen	
02	220603	Whole young toms, grade A frozen	
02	220604	Other young turkey	
02	220804	Turkey, cooked or smoked	
02	220805	Chicken, cooked or smoked	
02	220909	Chicken hens; breeder or egg producing types	
02	230104	Whitefish	
02	230107	Yellow pike	
02	230134	Sablefish	
02	2302	Fresh packaged fish and seafood	
02	230209	Fresh packaged fish and seafood	
02	230211	Haddock fillets	
02	230212	Shrimp	
02	230213	Oysters	
02	2303	Frozen packaged fish and seafood	
02	230311	Frozen packaged fish, excluding shellfish	
02	230313	Frozen packaged shellfish and other seafood	
02	230314	Cod fillets	
02	230315	Flounder fillets	
02	230316	Haddock fillets	
02	230317	Ocean perch fillets	
02	230318	Shrimp	
02	230319	Shrimp, raw, breaded	
02	230321	Frozen fish blocks	
02	230322	Frozen fish sticks	
02	230323	Frozen fish portions	
02	230425	Salmon, no. 1 tall can	
02	230426	Tuna, 6 1/2 oz. can	
02	230427	Sardines, Maine, 3 1/4 oz. can	
02	230428	Jack mackerel, California,no.1 tall can case/48	
02	230599	Other shellfish	
02	310101	New York area	
02	310102	Chicago area	
02	310103	San Francisco area	
02	310105	Washington, D.C.	
02	310107	Dallas area	
02	310109	North Eastern Region	
02	310111	North Central Region	
02	310113	Southern Region	
02	310115	Western Region	
02	320111	Grade A and AA, New York	
02	320112	Grade A and AA, Chicago	
02	320113	Grade A and AA, San Francisco	
02	330121	Barrel cheese	
02	330122	Daisies	
02	330123	Processed cheese	
02	330211	American-type cheese	
02	330221	Italian-type cheese	
02	330231	Swiss cheese	
02	330251	Other natural cheese, except cottage	
02	330311	Processed cheese	
02	330313	Cheese food	
02	330315	Cheese spread	
02	340131	Bulk	
02	340132	Pre-packaged, half gallons	
02	350141	Milk, evaporated, whole, 14 1/2 oz. can case/48	
02	350171	Milk, nonfat, dry	
02	410101	Applesauce	
02	410102	Apples	
02	410106	Apricots	
02	410111	Cherries	
02	410121	Fruit cocktail	
02	410122	Fruits for salads	
02	410123	Fruit pie fillings	
02	410124	Grapefruit segments	
02	410125	Olives	
02	410126	Peaches	
02	410127	Peaches, no. 10 can	
02	410131	Pears	
02	410136	Pineapples	
02	410138	Cranberries and cranberry sauce	
02	410241	Orange juice, single strength	
02	410246	Grape juice	
02	410248	Prune juice	
02	410251	Pineapple juice	
02	410253	Grapefruit juice	
02	410255	Apple juice	
02	410259	Other whole fruit juices and mixtures	
02	420101	Strawberries, 10 oz. pkg.	
02	420103	Orange concentrate, 6 oz. can	
02	420201	Frozen strawberries	
02	420206	Frozen blueberries	
02	420302	Frozen lemonade	
02	420303	Frozen grape juice	
02	420304	Frozen grapefruit juice	
02	420311	Other frozen fruit and berry juice, concentrate	
02	420313	Frozen fruit ades, drinks and cocktails	
02	420321	Citrus pulp	
02	4204	Citrus pulp and other citrus by products	
02	420411	Citrus pulp and other citrus byproducts	
02	43	Dried and dehydrated fruits	
02	4301	Dried and dehydrated fruits	
02	430101	Prunes	
02	430102	Raisins	
02	430103	Dates	
02	430104	Apples	
02	430111	Other dried and dehydrated fruit	
02	430121	Dried and dehydrated fruits	
02	440101	Asparagus	
02	440103	Beets	
02	440104	Carrots	
02	440105	Canned hominy and mushrooms	
02	440106	Sweet corn, cream style	
02	440107	Sweet corn whole kernal	
02	440109	Fresh lima beans	
02	440111	Green peas	
02	440117	Beans, green and wax	
02	440123	Spinach	
02	440125	Vegetable combinations	
02	440126	Tomatoes	
02	440128	Tomato paste	
02	440131	Tomato pulp and puree	
02	440133	Tomato sauce	
02	440136	Tomato catsup, 14 oz. bottle	
02	440137	Catsup	
02	440141	Tomato juice	
02	440142	Tomato sauce, 8 oz. can	
02	440144	Mushrooms	
02	440145	Sweet potatoes	
02	440146	White potatoes	
02	450101	Frozen green peas	
02	450103	Frozen green beans	
02	450104	Frozen broccoli	
02	450105	Frozen Brussels sprouts	
02	450106	Frozen lima beans	
02	450108	Frozen French fried potatoes	
02	450109	Other frozen potato products	
02	450111	Frozen cauliflower	
02	450112	Frozen spinach	
02	450113	Frozen succotash	
02	450115	Other frozen combinations	
02	450116	Frozen carrots	
02	450117	Frozen sweet cut corn, yellow	
02	450118	Frozen sweet cob corn, yellow	
02	450119	Frozen southern greens	
02	450121	Other frozen vegetables	
02	450201	Frozen French fried potatoes	
02	450209	Other frozen potato products	
02	4503	Frozen corn	
02	450301	Frozen sweet cut corn	
02	450302	Frozen sweet cob corn	
02	450502	Frozen green beans	
02	450503	Frozen lima beans	
02	450504	Frozen broccoli	
02	450505	Frozen Brussels sprouts	
02	450506	Frozen carrots	
02	450507	Frozen cauliflower	
02	450508	Frozen green peas	
02	450511	Frozen spinach	
02	450512	Frozen southern greens	
02	450521	Frozen vegetable combinations	
02	450539	Other frozen vegetables	
02	450541	Frozen vegetables, exc. potatoes & vegetable combinations	
02	46	Dried and dehydrated vegetables	
02	4601	Dried and dehydrated vegetables	
02	460101	Potatoes, instant mashed	
02	460103	Onions	
02	460111	Other dried and dehydrated vegetables	
02	460121	Dried and dehydrated vegetables	
02	47	Dehydrated soups	
02	4701	Dehydrated soups	
02	470101	Dehydrated soups	
02	51	Cane sugar, raw	
02	510101	Cane sugar, raw	
02	510102	Cane sugar, granulated, in bags	
02	510103	Cane sugar, granulated, 5 lb. bag	
02	510104	Beet sugar, granulated, bulk	
02	510105	Beet sugar, granulated, in bags	
02	510111	Corn syrup, confectioners'	
02	510121	Honey, extracted	
02	510131	Chocolate coating, milk	
02	510132	Candy bars, solid chocolate	
02	510133	Candy bar, chocolate covered	
02	510141	Chewing gum, case of 10,000 pieces	
02	520101	Raw cane sugar	
02	520102	Cane sugar byproducts	
02	520103	Raw cane sugar and byproducts	
02	520104	Raw cane sugar	
02	5301	Consumer size packages	
02	530101	Granulated cane sugar	
02	5302	For use in food manufacturing	
02	530201	Granulated cane sugar in bags	
02	530202	Granulated beet sugar in bulk	
02	530203	Granulated beet sugar in bags	
02	5303	Granulated sugar	
02	530301	Consumer units and individual services	
02	530302	Commercial units and bulk	
02	5304	Confectioners' powdered sugar	
02	530401	Confectioners' powdered sugar	
02	5305	Brown sugar	
02	530501	Brown sugar	
02	5306	Liquid sugar or sugar syrup	
02	530601	Liquid sugar or sugar syrup	
02	540101	Honey, extracted	
02	540102	Chocolate coating, milk	
02	540103	Corn syrup	
02	540106	Chewing gum base	
02	5501	Candy bars	
02	550101	Solid chocolate bars	
02	550102	Chocolate coated bars	
02	550303	Other confectionery products	
02	610107	Other malt beverages	
02	610211	Whiskey, straight bourbon, fifth	
02	610212	Whiskey, spirit blend, fifth	
02	610214	Bulk distilled liquor, ex brandy & distills' grains	
02	610215	Distilled & bottled liquor (excluding brandy), and distilled grains	
02	6103	Wine	
02	610321	Still table, fifth	
02	610322	Still dessert, fifth	
02	610431	Grape table wines	
02	610432	Bulk wines	
02	610433	Other fruit and berry wines	
02	610434	Dessert wines	
02	610435	Effervescent wines	
02	610436	Specialty (formula) wines	
02	610437	Brandy and brandy spirits	
02	610438	Non-grape, fortified, & specialty wine or coolers	
02	610439	Beverage brandy and neutral fruit/brandy spirits	
02	6201	Cola, excluding diet cola	
02	620106	Cola, bottled, excluding diet cola	
02	620121	Cola, cans, excluding diet cola	
02	620131	Cola, bulk, excluding diet cola	
02	6202	Ginger ale	
02	620211	Ginger ale, mixed size cases	
02	6203	Plain soda	
02	620321	Club soda, bottles	
02	620431	Lemon/lime carbonated beverage	
02	6205	Other carbonated drinks	
02	620502	Carbonated orange soda	
02	620503	Lemon, lime and lemon-lime	
02	620504	Root beer and sarsaparilla	
02	620505	Ginger ale	
02	620506	Carbonated grape soda	
02	620507	Club soda	
02	620509	Other carbonated nondiet soda	
02	620511	Diet cola	
02	620519	Other carbonated diet soda	
02	6207	Bottled carbonated soft drinks	
02	620701	Refillable bottled carbonated soft drinks	
02	620703	Nonrefillable bottled carbonated soft drinks	
02	620704	Bottled carbonated soft drinks, ex. plastic bottles	
02	620705	Bottled carbonated soft drinks	
02	6208	Canned carbonated soft drinks	
02	620801	Canned carbonated soft drinks	
02	6209	Soft drink flavoring syrup sold bulk	
02	620901	Soft drink flavoring syrup sold in bulk	
02	630101	Ground roasted coffee	
02	630102	Whole bean coffee	
02	6302	Cocoa	
02	630206	Sweetened cocoa, powdered	
02	630311	Bags	
02	630312	Loose	
02	640103	Flavoring syrup (fountain)	
02	640105	Kola syrup, for use by bottlers	
02	640107	Corn grits and flakes (for brewer's use)	
02	640113	Flavoring syrups for fountain, ice cream, home bev.	
02	710101	Lard, consumer sizes (3 lbs or less)	
02	710102	Lard, drums	
02	710103	Lard commercial sizes (over 3 lbs)	
02	710105	Lard, loose	
02	710109	Lard	
02	710111	Edible tallow	
02	710113	Edible tallow and stearin	
02	72	Cottonseed oil, crude	
02	7201	Cottonseed oil, crude	
02	720101	Soybean oil, crude, not degummed	
02	720102	Crude soybean oil	
02	720105	Soybean oil, crude, degummed	
02	720111	Cottonseed oil, crude	
02	720121	Peanut oil, crude	
02	720131	Corn oil	
02	720141	Coconut oil	
02	720151	Other vegetable oils, crude	
02	73	Refined vegetable oils	
02	730101	Cottonseed oil	
02	730111	Corn oil	
02	730121	Soybean oil	
02	730131	Peanut oil	
02	74	Shortening and cooking oils	
02	740101	Shortening, 3 lb. tin	
02	740102	Shortening, consumer sizes	
02	740104	Shortening, animal or veg/animal, commercial sizes	
02	740106	Shortening, 100% vegetable, commercial sizes	
02	740121	Margarine	
02	740131	Salad oil, 24-ounce bottle	
02	740133	Salad and cooking oils	
02	740165	All other fully refined oils	
02	75	Cottonseed oil, refined	
02	7501	Cottonseed oil, refined	
02	750101	Cottonseed oil, refined	
02	750111	Coconut oil, refined	
02	76	Shortening and cooking oil	
02	7601	Shortening and cooking oil	
02	760101	Shortening, consumer sizes	
02	760102	Shortening, 100% vegetable	
02	760103	Shortening, animal or veg/animal, commercial	
02	760104	Shortening, animal or vegetable/animal	
02	760105	Shortening, 100% vegetable, commercial	
02	760107	Hydrogenated oils, other than baking	
02	760109	Margarine	
02	760111	Salad and cooking oils	
02	760113	All other fully refined oils	
02	77	Other vegetable oils and by-products	
02	7701	All other vegetable oils, non-deodorized	
02	770101	All other vegetable oils, non-deodorized	
02	7702	All other deodorized oils and by-products	
02	770201	Coconut, peanut, sunflower, other oils, cakes & meal	
02	780102	Shortening, 100 percent vegetable	
02	780104	Shortening, animal or vegetable/animal	
02	780107	Hydrogenated oils, other than baking	
02	780111	Salad and cooking oils	
02	780113	All other fully refined oils	
02	7A0101	Other oilseed processing	
02	810101	Strawberry jams and preserves	
02	810103	Other jams and preserves	
02	810111	Grape jellies	
02	810113	Blackberry jam or preserves, 12 oz. jar doz.	
02	810115	Cherry jam or preserves, 12 oz. jar	
02	810117	Other jellies	
02	810121	Maraschino cherries	
02	820101	Dill or sour pickles	
02	820102	Fresh cucumber pickles	
02	820103	Sweet pickles	
02	820104	Other finished pickle products	
02	820105	Unfinished pickle products	
02	830101	Frozen or liquid whole eggs	
02	830102	Dried whole eggs	
02	830107	Frozen or liquid egg yolks	
02	840101	Canned baby foods	
02	840103	Canned specialty foods	
02	840148	Baby foods, strained,4 1/2-5 oz can/jar doz.	
02	840151	Pork and beans, no. 300 can	
02	840153	Spaghetti no. 300 can	
02	840156	Soup, condensed, no. 1 can	
02	850102	Frozen beef pie	
02	850105	Cakes	
02	8501091	Frozen soft cakes (including pound, layer, sheet, cheese, etc.)	
02	8501092	Frozen pies	
02	8501093	All other frozen pastries	
02	860101	Prepared mustard	
02	860102	Other sauces	
02	890101	Salad dressings	
02	890103	Mayonnaise	
02	890105	Other spoon-type dressings	
02	890108	French dressing	
02	890113	Other pourable-type dressings	
02	890121	Dessert,gelatin base	
02	890131	Pepper, whole, black	
02	890141	Peanut butter, 12 oz. jar	
02	890144	Macaroni & noodle prods., packaged w/oth ingredients	
02	890145	Mayonnaise, 16 oz. jar	
02	890147	Fresh fruit juice to be refrigerated	
02	890153	Miscellaneous flavoring powders and tablets	
02	890155	Fruit, crushed or whole for fountain & ice cream use	
02	890157	Food colorings	
02	890173	Baking powder and yeast	
02	91	Grain by-product feeds	
02	9101	Grain by-product feeds	
02	910101	Bran	
02	910103	Wheat mill feed	
02	910105	Corn mill feed	
02	910107	Gluten feed, corn	
02	910111	Middlings	
02	910121	Gluten feed, corn	
02	910131	Alfalfa meal, dehydrated	
02	920101	Cottonseed cake and meal	
02	920111	Soybean meal	
02	920113	Corn gluten meal	
02	920151	Other oilseed cake and meal	
02	930101	Broiler feed, complete	
02	9301021	Complete chicken feed, starter-growers and layer-breeders	
02	9301022	Complete chicken feed, broilers	
02	9301023	Turkey feed and chicken and turkey supplements, concentrates, and premixes	
02	930103	Egg layer feed	
02	930104	Dairy cattle feeds, complete	
02	930105	Starter-grower feed, complete	
02	930106	Dairy cattle feeds, supplements and concentrates	
02	930107	Turkey feed, complete	
02	930108	Swine feeds, complete	
02	930109	Other poultry feed	
02	930111	Poultry feed, egg laying	
02	930112	Swine feed supplements, concentrates, and premixes	
02	930114	Beef cattle feeds, complete	
02	930116	Beef cattle feeds, supplements and concentrates	
02	930121	Dairy feed	
02	930131	Beef cattle feed	
02	930141	Swine feed	
02	930151	Horse & mule feed	
02	940101	Meat meal	
02	940103	Pet food, dog, 15 1/2 oz. can	
02	940105	Dry tankage	
02	940107	Fish meal	
02	940201	Pet food, dog, 15 1/2 oz. can	
02	94020212	Dry and semi moist dog food, shipped in packages less than 25 lbs.	
02	94020213	Dry and semi moist dog food, shipped in packages of 25 lbs. or more	
02	94020221	Canned cat food, fish-base	
02	94020222	Canned cat food, meat-base or other	
02	94020223	Cat food, dry or semi moist	
02	940303	Dry rendered tankage	
02	940305	Fish scrap and meal	
02	940307	Grain, ground, rolled	
02	940309	Mineral mixture	
02	940313	Sugar beet pulp, all forms	
02	940315	Feed grade condensed and evaporated mi	
02	940319	Cottonseed hulls	
02	940321	Killing floor offal, scrap, bones	
02	940323	Soybean byproducts, incl. soy flour, grits, isolates	
02	9403251	Fish and marine animal oil, scrap, and meal, and other, canned	
03	1101	Carded	
03	110101	Carded,weaving, 10/1	
03	110109	Cotton yarn, carded, knitting, 10/1	
03	110112	Carded, knitting, 30/1s	
03	1102	Combed	
03	110221	Combed,weaving, 40/2	
03	110231	Combed,knitting, 36/2	
03	12	Broadwoven goods	
03	1201	Finished fabrics except mill finished	
03	120107	Percale,print, 64x60	
03	120108	Percale,print, 77-78x78,wash-and-wear	
03	120109	Broadcloth,combed,136x60. . . . . . . . . . . . . . . . . . .	
03	120111	Broadcloth, carded cotton, finished	
03	120112	Shirting,combed . . . . . . . . . . . . . . . . . . . . . . .	
03	120113	Broadcloth,combed,wash-and-wear . . . . . . . . . . . . . . .	
03	120114	Lawn, combed, 85-86 x 80, wash-and-wear	
03	120115	Corduroy, carded	
03	120117	Twill,carded,uniform,type iv. . . . . . . . . . . . . . . . .	
03	1202	Grey fabrics	
03	120221	Sheeting,class A,2.85 yd./lb.	
03	120222	Sheeting, soft filled, 3.00 yds./lb.	
03	120223	Sheeting,class B,3.75 yd./lb.	
03	120224	Sheeting class C. 320 yds./lb.	
03	120225	Osnaburg	
03	120226	Industrial sheeting	
03	120227	Drill	
03	120228	Twill,carded,4 leaf,1.72 yd./lb.	
03	120231	Tobacco cloth	
03	120235	Print cloth,78x78	
03	120237	Print cloth, 45", 64x60	
03	120241	Broadcloth, carded 78x54	
03	120242	Broadcloth, carded, 48", 78x54	
03	120252	Lawn,combed,88x80 . . . . . . . . . . . . . . . . . . . . . .	
03	120253	Broadcloth,combed,136x60. . . . . . . . . . . . . . . . . . .	
03	120261	Sateen,combed,84x136. . . . . . . . . . . . . . . . . . . . .	
03	120263	Drapery cloth	
03	120271	Denim,mill finished	
03	120273	Bed ticking,mill finished	
03	120274	Gingham,combed,mill finished. . . . . . . . . . . . . . . . .	
03	120281	Outing flannel,mill finished	
03	120282	Canton flannel,mill finished	
03	120291	Duck,flat	
03	120292	Duck, army	
03	120293	Duck, numbered	
03	120294	Enameling duck. . . . . . . . . . . . . . . . . . . . . . . .	
03	120296	Single yarn chafer, grey	
03	120297	Sateen, industrial grey	
03	13	Narrow fabrics. . . . . . . . . . . . . . . . . . . . . . . .	
03	130101	Zipper tape . . . . . . . . . . . . . . . . . . . . . . . . .	
03	1401	Thread	
03	140101	Home use,size 40-50	
03	140111	Industrial,size 70	
03	140112	Industrial,size 40	
03	1501	Cellulosic	
03	150101	Acetate filament yarn, 55 denier	
03	150102	Acetate filament yarn, 75 denier	
03	150103	Rayon and acetate fibers	
03	150211	Nylon filament yarn, 15 denier	
03	150212	Nylon filament yarn, 40 denier	
03	150213	Nylon filament yarn, 70 denier	
03	150214	Nylon textile yarn, selected deniers	
03	150217	Industrial nylon yarn	
03	150221	Polyester textile yarn, less than 180 denier	
03	150223	Polyester textile yarn, high denier	
03	150224	Polyester industrial yarn	
03	150227	Polyester tire yarn, 1000 denier	
03	150232	Polyolefin fibers, excluding producer textured	
03	150233	Unprocessed filament, ex.nylon, polyester and glass	
03	150235	Nylon and other polyamide fibers	
03	150236	Polyolefin, yarn, staple, tow, and waste	
03	150237	Polyester yarn, staple, tow, and waste	
03	150238	Other noncellulosic manmade, ex. glass, carton, graf	
03	150239	Producer textured noncellulosic manmade fibers	
03	16	Staple	
03	1601	Cellulosic	
03	160101	Viscose staple	
03	1602	Non-cellulosic	
03	160211	Nylon staple	
03	160215	Acrylic staple	
